Device Name,D2 - 2635257,,,,,,,,,,,
Device Model,Kestrel DROP 2,,,,,,,,,,,
Serial Number,2635257,,,,,,,,,,,
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
YYYY-MM-DD HH:MM:SS,°F,%,°F,°F,,,,,,,,
"Jul 28, 2021 / 2:34:00 PM",99,24.5,99.9,56.5,point,,,,,,,
"Jul 28, 2021 / 2:34:30 PM",98.1,24.8,98.8,56.1,point,,,,,,,
"Jul 28, 2021 / 2:35:00 PM",97.5,25.1,98.1,55.9,point,,,,,,,
"Jul 28, 2021 / 2:35:30 PM",97.1,25.4,97.5,55.9,point,,,,,,,
"Jul 28, 2021 / 2:36:00 PM",96.5,25.9,96.8,55.9,point,,,,,,,
"Jul 28, 2021 / 2:36:30 PM",96,26.1,96.3,55.7,point,,,,,,,
"Jul 28, 2021 / 2:37:00 PM",95.4,26.5,95.5,55.6,point,,,,,,,
"Jul 28, 2021 / 2:37:30 PM",95.1,26.8,95,55.7,point,,,,,,,
"Jul 28, 2021 / 2:38:00 PM",94.5,27,94.5,55.4,point,,,,,,,
"Jul 28, 2021 / 2:38:30 PM",93.9,27.3,93.6,55.1,point,,,,,,,
"Jul 28, 2021 / 2:39:00 PM",93.7,27.5,93,55.2,point,,,,,,,
"Jul 28, 2021 / 2:39:30 PM",93.3,27.9,92.7,55.2,point,,,,,,,
"Jul 28, 2021 / 2:40:00 PM",92.9,28.1,92.3,55.1,point,,,,,,,
"Jul 28, 2021 / 2:40:30 PM",92.5,28.3,91.6,54.9,point,,,,,,,
"Jul 28, 2021 / 2:41:00 PM",91.9,28.6,91,54.7,point,,,,,,,
"Jul 28, 2021 / 2:41:30 PM",91.4,28.9,90.3,54.6,point,,,,,,,
"Jul 28, 2021 / 2:42:00 PM",91.1,29.2,90.1,54.6,point,,,,,,,
"Jul 28, 2021 / 2:42:30 PM",90.7,29.4,89.8,54.5,point,,,,,,,
"Jul 28, 2021 / 2:43:00 PM",90.1,29.8,88.7,54.3,point,,,,,,,
"Jul 28, 2021 / 2:43:30 PM",89.6,30,88.2,54.1,point,,,,,,,
"Jul 28, 2021 / 2:44:00 PM",89.2,30.3,87.6,53.9,point,,,,,,,
"Jul 28, 2021 / 2:44:30 PM",88.8,30.5,87.1,53.9,point,,,,,,,
"Jul 28, 2021 / 2:45:00 PM",88.6,30.7,87.1,53.8,point,,,,,,,
"Jul 28, 2021 / 2:45:30 PM",88.2,30.9,86.5,53.7,point,,,,,,,
"Jul 28, 2021 / 2:46:00 PM",87.8,31.3,86.2,53.7,point,,,,,,,
"Jul 28, 2021 / 2:46:30 PM",87.5,31.5,85.8,53.6,point,,,,,,,
"Jul 28, 2021 / 2:47:00 PM",87.2,31.7,85.3,53.5,point,,,,,,,
"Jul 28, 2021 / 2:47:30 PM",86.9,32,85.1,53.4,point,,,,,,,
"Jul 28, 2021 / 2:48:00 PM",86.5,32.5,84.7,53.5,point,,,,,,,
"Jul 28, 2021 / 2:48:30 PM",86.2,32.4,84.6,53.3,point,,,,,,,
"Jul 28, 2021 / 2:49:00 PM",86.1,32.6,84.2,53.3,point,,,,,,,
"Jul 28, 2021 / 2:49:30 PM",85.6,32.9,83.7,53.2,point,,,,,,,
"Jul 28, 2021 / 2:50:00 PM",85.2,33.1,83.3,52.9,point,,,,,,,
"Jul 28, 2021 / 2:50:30 PM",84.8,33.5,82.8,52.9,point,,,,,,,
"Jul 28, 2021 / 2:51:00 PM",84.6,33.6,82.8,52.9,point,,,,,,,
"Jul 28, 2021 / 2:51:30 PM",84.5,33.8,82.4,52.9,point,,,,,,,
"Jul 28, 2021 / 2:52:00 PM",84.2,34.1,82.4,52.9,point,,,,,,,
"Jul 28, 2021 / 2:52:30 PM",83.9,34.3,81.9,52.8,point,,,,,,,
"Jul 28, 2021 / 2:53:00 PM",83.7,34.6,81.7,52.8,point,,,,,,,
"Jul 28, 2021 / 2:53:30 PM",83.5,34.7,81.5,52.7,point,,,,,,,
"Jul 28, 2021 / 2:54:00 PM",83.3,34.8,81,52.6,point,,,,,,,
"Jul 28, 2021 / 2:54:30 PM",83,34.9,80.8,52.5,point,,,,,,,
"Jul 28, 2021 / 2:55:00 PM",82.9,35.1,80.6,52.5,point,,,,,,,
"Jul 28, 2021 / 2:55:30 PM",82.5,35.5,80.2,52.4,point,,,,,,,
"Jul 28, 2021 / 2:56:00 PM",82.3,35.7,80.1,52.5,point,,,,,,,
"Jul 28, 2021 / 2:56:30 PM",82.1,36.2,79.9,52.7,point,,,,,,,
"Jul 28, 2021 / 2:57:00 PM",81.9,36.6,79.7,52.8,point,,,,,,,
"Jul 28, 2021 / 2:57:30 PM",81.8,37,79.7,53,point,,,,,,,
"Jul 28, 2021 / 2:58:00 PM",81.7,37.4,79.7,53.2,point,,,,,,,
"Jul 28, 2021 / 2:58:30 PM",81.4,38.1,79.5,53.5,point,,,,,,,
"Jul 28, 2021 / 2:59:00 PM",81.3,38.4,79.3,53.5,point,,,,,,,
"Jul 28, 2021 / 2:59:30 PM",81.1,38.7,79.2,53.6,point,,,,,,,
"Jul 28, 2021 / 3:00:00 PM",81,39.2,79.2,53.9,point,,,,,,,
"Jul 28, 2021 / 3:00:30 PM",80.9,39.7,79,54.1,point,,,,,,,
"Jul 28, 2021 / 3:01:00 PM",80.8,40.2,79.2,54.4,point,,,,,,,
"Jul 28, 2021 / 3:01:30 PM",80.7,40.5,79,54.5,point,,,,,,,
"Jul 28, 2021 / 3:02:00 PM",80.5,41,79,54.7,point,,,,,,,
"Jul 28, 2021 / 3:02:30 PM",80.4,41.3,78.6,54.8,point,,,,,,,
"Jul 28, 2021 / 3:03:00 PM",80.4,41.8,78.8,55.1,point,,,,,,,
"Jul 28, 2021 / 3:03:30 PM",80.3,42.2,78.8,55.2,point,,,,,,,
"Jul 28, 2021 / 3:04:00 PM",80.2,42.4,78.6,55.3,point,,,,,,,
"Jul 28, 2021 / 3:04:30 PM",80.1,43,78.6,55.6,point,,,,,,,
"Jul 28, 2021 / 3:05:00 PM",80.1,43.4,78.8,55.8,point,,,,,,,
"Jul 28, 2021 / 3:05:30 PM",80,43.6,78.6,55.9,point,,,,,,,
"Jul 28, 2021 / 3:06:00 PM",80,44,78.6,56.1,point,,,,,,,
"Jul 28, 2021 / 3:06:30 PM",80,44,78.8,56.1,point,,,,,,,
"Jul 28, 2021 / 3:07:00 PM",79.9,44.4,78.4,56.3,point,,,,,,,
"Jul 28, 2021 / 3:07:30 PM",79.8,44.8,78.4,56.5,point,,,,,,,
"Jul 28, 2021 / 3:08:00 PM",79.8,45,78.4,56.5,point,,,,,,,
"Jul 28, 2021 / 3:08:30 PM",79.8,45.2,78.6,56.6,point,,,,,,,
"Jul 28, 2021 / 3:09:00 PM",79.7,45.1,78.4,56.5,point,,,,,,,
"Jul 28, 2021 / 3:09:30 PM",79.6,45.2,78.4,56.5,point,,,,,,,
"Jul 28, 2021 / 3:10:00 PM",79.6,45.3,78.4,56.6,point,,,,,,,
"Jul 28, 2021 / 3:10:30 PM",79.6,45.2,78.4,56.5,point,,,,,,,
"Jul 28, 2021 / 3:11:00 PM",79.5,45.1,78.3,56.4,point,,,,,,,
"Jul 28, 2021 / 3:11:30 PM",79.5,45.1,78.3,56.3,point,,,,,,,
"Jul 28, 2021 / 3:12:00 PM",79.4,45,78.3,56.2,point,,,,,,,
"Jul 28, 2021 / 3:12:30 PM",79.4,44.9,78.1,56.2,point,,,,,,,
"Jul 28, 2021 / 3:13:00 PM",79.4,44.8,78.1,56,point,,,,,,,
"Jul 28, 2021 / 3:13:30 PM",79.3,44.8,77.9,56,point,,,,,,,
"Jul 28, 2021 / 3:14:00 PM",79.3,44.6,77.9,55.9,point,,,,,,,
"Jul 28, 2021 / 3:14:30 PM",79.2,45,77.9,56,point,,,,,,,
"Jul 28, 2021 / 3:15:00 PM",79.1,44.5,77.7,55.7,point,,,,,,,
"Jul 28, 2021 / 3:15:30 PM",79,44.8,77.7,55.7,point,,,,,,,
"Jul 28, 2021 / 3:16:00 PM",78.9,44.5,77.4,55.5,point,,,,,,,
"Jul 28, 2021 / 3:16:30 PM",78.8,44.2,77.4,55.2,point,,,,,,,
"Jul 28, 2021 / 3:17:00 PM",78.8,44.2,77.2,55.1,point,,,,,,,
"Jul 28, 2021 / 3:17:30 PM",78.8,44.1,77.2,55.1,point,,,,,,,
"Jul 28, 2021 / 3:18:00 PM",78.7,44.1,77.2,55,point,,,,,,,
"Jul 28, 2021 / 3:18:30 PM",78.6,44.2,77.2,55,point,,,,,,,
"Jul 28, 2021 / 3:19:00 PM",78.7,44.1,77.2,55,point,,,,,,,
"Jul 28, 2021 / 3:19:30 PM",78.8,45,77.4,55.7,point,,,,,,,
"Jul 28, 2021 / 3:20:00 PM",79,46.8,78.1,57,point,,,,,,,
"Jul 28, 2021 / 3:20:30 PM",79.4,51.8,79.3,60.1,point,,,,,,,
"Jul 28, 2021 / 3:21:00 PM",80,57.9,81,63.8,point,,,,,,,
"Jul 28, 2021 / 3:21:30 PM",80.7,64.5,83.5,67.6,point,,,,,,,
"Jul 28, 2021 / 3:22:00 PM",81.7,70.8,86.7,71.3,point,,,,,,,
"Jul 28, 2021 / 3:22:30 PM",82.9,77.6,91.2,75.1,point,,,,,,,
"Jul 28, 2021 / 3:23:00 PM",84.2,83.4,97.3,78.6,point,,,,,,,
"Jul 28, 2021 / 3:23:30 PM",84.6,86.2,99.5,80,point,,,,,,,
"Jul 28, 2021 / 3:24:00 PM",84,57.6,87.6,67.4,point,,,,,,,
"Jul 28, 2021 / 3:24:30 PM",85,47,86.5,62.5,point,,,,,,,
"Jul 28, 2021 / 3:25:00 PM",86.8,54.2,92.1,68.3,point,,,,,,,
"Jul 28, 2021 / 3:25:30 PM",88.9,66.3,102.2,76.2,point,,,,,,,
"Jul 28, 2021 / 3:26:00 PM",91.1,76,114.8,82.5,point,,,,,,,
"Jul 28, 2021 / 3:26:30 PM",93.4,83.1,129,87.5,point,,,,,,,
"Jul 28, 2021 / 3:27:00 PM",95.7,87.8,143.6,91.5,point,,,,,,,
"Jul 28, 2021 / 3:27:30 PM",95.4,69.9,125.1,84,point,,,,,,,
"Jul 28, 2021 / 3:28:00 PM",98.3,68.3,133.9,86,point,,,,,,,
"Jul 28, 2021 / 3:28:30 PM",100.9,71.8,148.3,90.1,point,,,,,,,
"Jul 28, 2021 / 3:29:00 PM",102.2,70.2,152.8,90.6,point,,,,,,,
"Jul 28, 2021 / 3:29:30 PM",102.4,40.2,118.2,73.6,point,,,,,,,
"Jul 28, 2021 / 3:30:00 PM",105.4,43,127.8,78.3,point,,,,,,,
"Jul 28, 2021 / 3:30:30 PM",107.4,30.4,119.1,69.7,point,,,,,,,
"Jul 28, 2021 / 3:31:00 PM",106.7,26.3,113.7,64.9,point,,,,,,,
"Jul 28, 2021 / 3:31:30 PM",107.8,24.2,114.1,63.5,point,,,,,,,
"Jul 28, 2021 / 3:32:00 PM",107.9,23.5,113.5,62.7,point,,,,,,,
"Jul 28, 2021 / 3:32:30 PM",107.2,23.2,112.1,61.8,point,,,,,,,
"Jul 28, 2021 / 3:33:00 PM",106.3,23.2,110.5,61,point,,,,,,,
"Jul 28, 2021 / 3:33:30 PM",104.9,23.3,108.1,59.9,point,,,,,,,
"Jul 28, 2021 / 3:34:00 PM",103.5,23.7,106.5,59.3,point,,,,,,,
"Jul 28, 2021 / 3:34:30 PM",102,24.3,104.4,58.7,point,,,,,,,
"Jul 28, 2021 / 3:35:00 PM",100.5,24.8,102.4,58,point,,,,,,,
"Jul 28, 2021 / 3:35:30 PM",99.3,25.2,100.8,57.6,point,,,,,,,
"Jul 28, 2021 / 3:36:00 PM",98.2,25.9,99.3,57.3,point,,,,,,,
"Jul 28, 2021 / 3:36:30 PM",97,26.7,97.7,57.1,point,,,,,,,
"Jul 28, 2021 / 3:37:00 PM",95.9,27.2,96.6,56.8,point,,,,,,,
"Jul 28, 2021 / 3:37:30 PM",94.9,28.3,95.4,56.9,point,,,,,,,
"Jul 28, 2021 / 3:38:00 PM",93.8,28.8,93.9,56.5,point,,,,,,,
"Jul 28, 2021 / 3:38:30 PM",93,29.3,92.7,56.4,point,,,,,,,
"Jul 28, 2021 / 3:39:00 PM",92.1,30.1,92.1,56.4,point,,,,,,,
"Jul 28, 2021 / 3:39:30 PM",91.3,30.9,91,56.4,point,,,,,,,
"Jul 28, 2021 / 3:40:00 PM",90.5,31.6,90.3,56.3,point,,,,,,,
"Jul 28, 2021 / 3:40:30 PM",89.9,32.4,89.6,56.4,point,,,,,,,
"Jul 28, 2021 / 3:41:00 PM",89.2,33,88.7,56.4,point,,,,,,,
"Jul 28, 2021 / 3:41:30 PM",88.6,33.9,88,56.6,point,,,,,,,
"Jul 28, 2021 / 3:42:00 PM",88.1,34.6,87.4,56.7,point,,,,,,,
"Jul 28, 2021 / 3:42:30 PM",87.6,35.3,86.9,56.8,point,,,,,,,
"Jul 28, 2021 / 3:43:00 PM",87,35.9,86.4,56.8,point,,,,,,,
"Jul 28, 2021 / 3:43:30 PM",86.6,36.5,86.2,56.9,point,,,,,,,
"Jul 28, 2021 / 3:44:00 PM",86.2,37.1,85.8,56.9,point,,,,,,,
"Jul 28, 2021 / 3:44:30 PM",85.6,37.4,84.7,56.6,point,,,,,,,
"Jul 28, 2021 / 3:45:00 PM",85.3,37.7,84.4,56.6,point,,,,,,,
"Jul 28, 2021 / 3:45:30 PM",84.9,38.1,84.4,56.6,point,,,,,,,
"Jul 28, 2021 / 3:46:00 PM",84.6,38.3,83.8,56.4,point,,,,,,,
"Jul 28, 2021 / 3:46:30 PM",84.2,38.5,83.3,56.2,point,,,,,,,
"Jul 28, 2021 / 3:47:00 PM",83.8,38.8,82.6,56.1,point,,,,,,,
"Jul 28, 2021 / 3:47:30 PM",83.6,38.9,82.4,55.9,point,,,,,,,
"Jul 28, 2021 / 3:48:00 PM",83.2,39,82,55.7,point,,,,,,,
"Jul 28, 2021 / 3:48:30 PM",83,39.2,81.7,55.6,point,,,,,,,
"Jul 28, 2021 / 3:49:00 PM",82.7,39.4,81.1,55.5,point,,,,,,,
"Jul 28, 2021 / 3:49:30 PM",82.4,39.6,81,55.4,point,,,,,,,
"Jul 28, 2021 / 3:50:00 PM",82.2,39.7,80.4,55.2,point,,,,,,,
"Jul 28, 2021 / 3:50:30 PM",82,39.8,80.2,55.2,point,,,,,,,
"Jul 28, 2021 / 3:51:00 PM",81.8,39.9,80.1,55,point,,,,,,,
"Jul 28, 2021 / 3:51:30 PM",81.5,40,79.7,54.8,point,,,,,,,
"Jul 28, 2021 / 3:52:00 PM",81.3,40.1,79.7,54.7,point,,,,,,,
"Jul 28, 2021 / 3:52:30 PM",81.1,40.2,79.3,54.6,point,,,,,,,
"Jul 28, 2021 / 3:53:00 PM",80.9,40.3,79.2,54.5,point,,,,,,,
"Jul 28, 2021 / 3:53:30 PM",80.7,40.3,79,54.4,point,,,,,,,
"Jul 28, 2021 / 3:54:00 PM",80.6,40.4,79,54.4,point,,,,,,,
"Jul 28, 2021 / 3:54:30 PM",80.4,40.5,78.6,54.2,point,,,,,,,
"Jul 28, 2021 / 3:55:00 PM",80.1,40.5,78.4,53.9,point,,,,,,,
"Jul 28, 2021 / 3:55:30 PM",80.1,40.6,78.4,54,point,,,,,,,
"Jul 28, 2021 / 3:56:00 PM",80,40.6,78.1,54,point,,,,,,,
"Jul 28, 2021 / 3:56:30 PM",79.8,40.7,77.9,53.8,point,,,,,,,
"Jul 28, 2021 / 3:57:00 PM",79.7,40.7,77.9,53.7,point,,,,,,,
"Jul 28, 2021 / 3:57:30 PM",79.6,40.7,77.7,53.7,point,,,,,,,
"Jul 28, 2021 / 3:58:00 PM",79.4,40.7,77.5,53.5,point,,,,,,,
"Jul 28, 2021 / 3:58:30 PM",79.3,40.8,77.4,53.4,point,,,,,,,
"Jul 28, 2021 / 3:59:00 PM",79.2,40.9,77.4,53.4,point,,,,,,,
"Jul 28, 2021 / 3:59:30 PM",79,40.8,77.2,53.2,point,,,,,,,
"Jul 28, 2021 / 4:00:00 PM",78.9,40.9,77,53.2,point,,,,,,,
"Jul 28, 2021 / 4:00:30 PM",78.8,40.9,77,53,point,,,,,,,
"Jul 28, 2021 / 4:01:00 PM",78.8,41,76.6,53.1,point,,,,,,,
"Jul 28, 2021 / 4:01:30 PM",78.7,41,76.8,53,point,,,,,,,
"Jul 28, 2021 / 4:02:00 PM",78.6,41.2,76.6,53,point,,,,,,,
"Jul 28, 2021 / 4:02:30 PM",78.5,41,76.6,52.9,point,,,,,,,
"Jul 28, 2021 / 4:03:00 PM",78.4,40.9,76.3,52.8,point,,,,,,,
"Jul 28, 2021 / 4:03:30 PM",78.4,41,76.3,52.7,point,,,,,,,
"Jul 28, 2021 / 4:04:00 PM",78.3,41.1,76.3,52.8,point,,,,,,,
"Jul 28, 2021 / 4:04:30 PM",78.2,41,76.1,52.6,point,,,,,,,
"Jul 28, 2021 / 4:05:00 PM",78.2,41,76.1,52.5,point,,,,,,,
"Jul 28, 2021 / 4:05:30 PM",78.1,41,76.1,52.5,point,,,,,,,
"Jul 28, 2021 / 4:06:00 PM",78,40.9,75.9,52.4,point,,,,,,,
"Jul 28, 2021 / 4:06:30 PM",78,40.9,75.9,52.3,point,,,,,,,
"Jul 28, 2021 / 4:07:00 PM",77.9,40.9,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 4:07:30 PM",77.7,40.8,75.7,52.1,point,,,,,,,
"Jul 28, 2021 / 4:08:00 PM",77.6,40.8,75.4,51.9,point,,,,,,,
"Jul 28, 2021 / 4:08:30 PM",77.6,40.8,75.4,52,point,,,,,,,
"Jul 28, 2021 / 4:09:00 PM",77.5,40.8,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 4:09:30 PM",77.5,40.7,75.2,51.7,point,,,,,,,
"Jul 28, 2021 / 4:10:00 PM",77.4,40.7,75.2,51.7,point,,,,,,,
"Jul 28, 2021 / 4:10:30 PM",77.4,40.6,75.2,51.6,point,,,,,,,
"Jul 28, 2021 / 4:11:00 PM",77.4,40.6,75.2,51.6,point,,,,,,,
"Jul 28, 2021 / 4:11:30 PM",77.3,40.6,75,51.5,point,,,,,,,
"Jul 28, 2021 / 4:12:00 PM",77.2,40.7,75,51.5,point,,,,,,,
"Jul 28, 2021 / 4:12:30 PM",77.2,40.6,74.8,51.4,point,,,,,,,
"Jul 28, 2021 / 4:13:00 PM",77.1,40.5,74.8,51.3,point,,,,,,,
"Jul 28, 2021 / 4:13:30 PM",77.1,40.5,74.8,51.2,point,,,,,,,
"Jul 28, 2021 / 4:14:00 PM",77,40.5,74.7,51.1,point,,,,,,,
"Jul 28, 2021 / 4:14:30 PM",76.9,40.5,74.7,51.1,point,,,,,,,
"Jul 28, 2021 / 4:15:00 PM",77,40.4,74.7,51.1,point,,,,,,,
"Jul 28, 2021 / 4:15:30 PM",76.9,40.4,74.7,51,point,,,,,,,
"Jul 28, 2021 / 4:16:00 PM",76.8,40.4,74.7,51,point,,,,,,,
"Jul 28, 2021 / 4:16:30 PM",76.8,40.7,74.5,51.2,point,,,,,,,
"Jul 28, 2021 / 4:17:00 PM",76.8,41,74.5,51.3,point,,,,,,,
"Jul 28, 2021 / 4:17:30 PM",76.7,41.2,74.5,51.4,point,,,,,,,
"Jul 28, 2021 / 4:18:00 PM",76.6,41.4,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 4:18:30 PM",76.7,41.8,74.7,51.8,point,,,,,,,
"Jul 28, 2021 / 4:19:00 PM",76.6,42.2,74.7,51.9,point,,,,,,,
"Jul 28, 2021 / 4:19:30 PM",76.6,42.6,74.5,52.2,point,,,,,,,
"Jul 28, 2021 / 4:20:00 PM",76.6,42.9,74.5,52.4,point,,,,,,,
"Jul 28, 2021 / 4:20:30 PM",76.5,43.2,74.5,52.5,point,,,,,,,
"Jul 28, 2021 / 4:21:00 PM",76.6,43.6,74.7,52.8,point,,,,,,,
"Jul 28, 2021 / 4:21:30 PM",76.5,44.2,74.7,53.1,point,,,,,,,
"Jul 28, 2021 / 4:22:00 PM",76.6,44.4,74.7,53.3,point,,,,,,,
"Jul 28, 2021 / 4:22:30 PM",76.6,44.7,74.7,53.5,point,,,,,,,
"Jul 28, 2021 / 4:23:00 PM",76.6,47.6,75,55.2,point,,,,,,,
"Jul 28, 2021 / 4:23:30 PM",76.6,46.7,75.2,54.8,point,,,,,,,
"Jul 28, 2021 / 4:24:00 PM",76.6,47.2,75.2,55,point,,,,,,,
"Jul 28, 2021 / 4:24:30 PM",77.6,47.4,76.3,56,point,,,,,,,
"Jul 28, 2021 / 4:25:01 PM",79.7,45.8,78.6,57,point,,,,,,,
"Jul 28, 2021 / 4:25:30 PM",82.7,43.8,82,58.4,point,,,,,,,
"Jul 28, 2021 / 4:26:00 PM",85.1,41.7,85.5,59.2,point,,,,,,,
"Jul 28, 2021 / 4:26:30 PM",87.4,39.8,88,60,point,,,,,,,
"Jul 28, 2021 / 4:27:00 PM",89.5,37.8,90.9,60.4,point,,,,,,,
"Jul 28, 2021 / 4:27:30 PM",91.1,35.8,92.8,60.3,point,,,,,,,
"Jul 28, 2021 / 4:28:00 PM",92.9,34,95,60.4,point,,,,,,,
"Jul 28, 2021 / 4:28:30 PM",94.6,32.3,96.6,60.4,point,,,,,,,
"Jul 28, 2021 / 4:29:00 PM",96.3,30.8,99,60.5,point,,,,,,,
"Jul 28, 2021 / 4:29:30 PM",98,29.9,100.9,61.1,point,,,,,,,
"Jul 28, 2021 / 4:30:00 PM",99.5,29.3,103.3,61.9,point,,,,,,,
"Jul 28, 2021 / 4:30:30 PM",101,29,105.8,62.9,point,,,,,,,
"Jul 28, 2021 / 4:31:00 PM",101,28.3,105.3,62.1,point,,,,,,,
"Jul 28, 2021 / 4:31:30 PM",101.4,27.4,105.4,61.7,point,,,,,,,
"Jul 28, 2021 / 4:32:00 PM",102.1,26.6,106.2,61.3,point,,,,,,,
"Jul 28, 2021 / 4:32:30 PM",101.8,25.8,105.1,60.2,point,,,,,,,
"Jul 28, 2021 / 4:33:00 PM",102,25.3,104.9,59.8,point,,,,,,,
"Jul 28, 2021 / 4:33:30 PM",101.9,25.3,104.9,59.8,point,,,,,,,
"Jul 28, 2021 / 4:34:00 PM",101.8,26.5,105.4,61.1,point,,,,,,,
"Jul 28, 2021 / 4:34:30 PM",101.6,25.4,104.5,59.6,point,,,,,,,
"Jul 28, 2021 / 4:35:00 PM",100.9,25.2,103.1,58.9,point,,,,,,,
"Jul 28, 2021 / 4:35:30 PM",100.7,24.3,102.2,57.6,point,,,,,,,
"Jul 28, 2021 / 4:36:00 PM",98.8,25.1,100,56.9,point,,,,,,,
"Jul 28, 2021 / 4:36:30 PM",98.8,25.8,100,57.7,point,,,,,,,
"Jul 28, 2021 / 4:37:00 PM",98.7,26.1,100.2,58,point,,,,,,,
"Jul 28, 2021 / 4:37:30 PM",98.1,26.4,99.5,57.8,point,,,,,,,
"Jul 28, 2021 / 4:38:00 PM",98.4,26.5,99.9,58.1,point,,,,,,,
"Jul 28, 2021 / 4:38:30 PM",98.1,26.7,99.7,58.1,point,,,,,,,
"Jul 28, 2021 / 4:39:00 PM",98.1,27.1,99.9,58.4,point,,,,,,,
"Jul 28, 2021 / 4:39:30 PM",98.3,27.3,100.2,58.9,point,,,,,,,
"Jul 28, 2021 / 4:40:00 PM",98,26.9,99.5,58.2,point,,,,,,,
"Jul 28, 2021 / 4:40:30 PM",98,26.8,99.5,58.1,point,,,,,,,
"Jul 28, 2021 / 4:41:00 PM",98.4,27,100.2,58.7,point,,,,,,,
"Jul 28, 2021 / 4:41:30 PM",98.4,27.2,100.4,58.9,point,,,,,,,
"Jul 28, 2021 / 4:42:00 PM",98.6,27.2,100.8,59.1,point,,,,,,,
"Jul 28, 2021 / 4:42:30 PM",98.7,26.9,100.6,58.7,point,,,,,,,
"Jul 28, 2021 / 4:43:00 PM",98.8,26.2,100.6,58.2,point,,,,,,,
"Jul 28, 2021 / 4:43:30 PM",98.7,26.2,100.2,58.1,point,,,,,,,
"Jul 28, 2021 / 4:44:00 PM",98.7,26.5,100.4,58.4,point,,,,,,,
"Jul 28, 2021 / 4:44:30 PM",98.9,25.8,100.4,57.9,point,,,,,,,
"Jul 28, 2021 / 4:45:00 PM",99.1,26.1,100.8,58.4,point,,,,,,,
"Jul 28, 2021 / 4:45:30 PM",98.9,26.4,100.6,58.4,point,,,,,,,
"Jul 28, 2021 / 4:46:00 PM",98.8,26.3,100.6,58.3,point,,,,,,,
"Jul 28, 2021 / 4:46:30 PM",98.8,26.4,100.6,58.4,point,,,,,,,
"Jul 28, 2021 / 4:47:00 PM",99,26.4,100.8,58.6,point,,,,,,,
"Jul 28, 2021 / 4:47:30 PM",98.5,26.8,100.2,58.5,point,,,,,,,
"Jul 28, 2021 / 4:48:00 PM",98.3,27,100,58.6,point,,,,,,,
"Jul 28, 2021 / 4:48:30 PM",98.6,27,100.4,58.8,point,,,,,,,
"Jul 28, 2021 / 4:49:00 PM",98.6,27,100.2,58.8,point,,,,,,,
"Jul 28, 2021 / 4:49:30 PM",98.8,27.1,100.8,59,point,,,,,,,
"Jul 28, 2021 / 4:50:00 PM",98.8,27.1,100.9,59.1,point,,,,,,,
"Jul 28, 2021 / 4:50:30 PM",99.1,27.1,101.3,59.4,point,,,,,,,
"Jul 28, 2021 / 4:51:00 PM",99.1,27.4,101.5,59.7,point,,,,,,,
"Jul 28, 2021 / 4:51:30 PM",99.1,27.2,101.3,59.4,point,,,,,,,
"Jul 28, 2021 / 4:52:00 PM",99.4,27.7,102,60.2,point,,,,,,,
"Jul 28, 2021 / 4:52:30 PM",99.2,27.7,101.7,60.1,point,,,,,,,
"Jul 28, 2021 / 4:53:00 PM",99.2,28.1,102,60.5,point,,,,,,,
"Jul 28, 2021 / 4:53:30 PM",99.5,27.7,102.6,60.4,point,,,,,,,
"Jul 28, 2021 / 4:54:00 PM",99.8,27.9,102.7,60.8,point,,,,,,,
"Jul 28, 2021 / 4:54:30 PM",99.8,28.1,102.9,61,point,,,,,,,
"Jul 28, 2021 / 4:55:00 PM",100,27.1,102.7,60.1,point,,,,,,,
"Jul 28, 2021 / 4:55:30 PM",100,26.6,102.4,59.6,point,,,,,,,
"Jul 28, 2021 / 4:56:00 PM",100.2,26.4,102.9,59.6,point,,,,,,,
"Jul 28, 2021 / 4:56:30 PM",99.9,26.3,102.2,59.2,point,,,,,,,
"Jul 28, 2021 / 4:57:00 PM",100.1,26.5,102.7,59.6,point,,,,,,,
"Jul 28, 2021 / 4:57:30 PM",100.5,26.3,103.1,59.7,point,,,,,,,
"Jul 28, 2021 / 4:58:00 PM",100.4,25.9,102.9,59.2,point,,,,,,,
"Jul 28, 2021 / 4:58:30 PM",100.1,26.1,102.4,59.1,point,,,,,,,
"Jul 28, 2021 / 4:59:00 PM",98.8,25.7,99.9,57.5,point,,,,,,,
"Jul 28, 2021 / 4:59:30 PM",97.7,24.6,98.1,55.6,point,,,,,,,
"Jul 28, 2021 / 5:00:00 PM",97.1,24.9,97.2,55.3,point,,,,,,,
"Jul 28, 2021 / 5:00:30 PM",96.2,25.4,96.1,55.1,point,,,,,,,
"Jul 28, 2021 / 5:01:00 PM",95.4,25.9,95.2,55,point,,,,,,,
"Jul 28, 2021 / 5:01:30 PM",94.4,26.8,93.9,55.1,point,,,,,,,
"Jul 28, 2021 / 5:02:00 PM",93.6,27.6,93.2,55.2,point,,,,,,,
"Jul 28, 2021 / 5:02:30 PM",92.3,28.8,91.8,55.3,point,,,,,,,
"Jul 28, 2021 / 5:03:00 PM",91.5,29.1,90.7,55,point,,,,,,,
